CLASIFICACION;IMPUTACION;ID;ANIO;CIIU4;TAMANO;TEED;A001;A002;A003;A004;A005;A008;A009;A011;A012;A010;B001;B002;B003;B004;B005;B006;B007;B008;B009;B010;B011;B012;B013;B014;B015;B016;B017;B018;B019;B020;B021;B022;B023;B024;B025;B026;B027;B028;B029;B030;B031;B032;B033;B034;B035;B036;B037;B038;B039;B040;B041;B042;B043;B044;B045;B046;B047;B048;B049;C001;C002;C003;C004;C005;C006;C007;C008;C009;C010;C011;C012;C013;C014;C015;C016;C017;C018;C019;C020;C021;C022;D001;D002;D003;D004;D005;D006;D007;D008;D009;D010;D011;D012;D013;D014;D015;D016;D017;D018;D019;D020;D021;D022;D023;D024;D025;D026;D027;D028;D029;D030;D031;D032;D033;D034;D035;D036;D037;D038;D039;D040;D041;D042;D043;F001;F002;F003;F004;F005;F006;F007;F008;F009;F010;F011;F012;G001;G002;G003;G004;G005;G006;G007;G008;G009;G010;G011;G012;G013;G014;G015;G016;G017;G018;G019;G020;G021;G022;G023;G024;G025;G026;G027;G028;G029;G030;G031;G032;G033;G034;G035;G036;G037;G038;G039;G040;G041;G042;G043;G044;G045;G046;H001;H002;H003;H004;H005;H006;H007;H008;H009;H010;H011;H012;H013;H014;H015;H016;H017;H018;H019;H020;I001;I002;I003;I004;I005;I006;I007;I008;I009;I010;I011;I012;I013;I014;I015;I016;I017;I018;I019;I020;I021;I022;I023;I024;I025;I026;I027;I028;I029;I030;I031;I032;I033;I034;I035;I036;I037;I038;I039;I040;I041;I042;I043;I044;I045;I046;I047;I048;I049;I050;I051;I052;I053;I054;I055;I056;I057;I058;I059;I060;I061;I062;I063;I064;I065;I066;I067;I068;I069;I070;I071;I072;I073;I074;I075;I076;I077;I078;I079;I080;I081;J001;J002;J003;J004;J005;J006;J007;J008;J009;J010;J011;J012;J013;J014;J015;J016;J017;J018;J019;J020;J021;J022;J023;J024;J025;J026;J027;J028;J029;J030;J031;J032;J033;J034;J035;J036;J037;J038;J039;J040;J041;J042;J043;J044;J045;J046;J047;J048;J049;J050;J051;J052;J053;J054;J055;J056;J057;J058;J059;J060;J061;J062;J063;J064;J065;J066;J067;J068;J069;J070;J071;J072;J073;J074;J075;J076;J077;J078;J079;J080;J081;J082;J083;J084;J085;J086;J087;J088;J089;J090;J091;J092;J093;J094;J095;J096;J097;J098;J099;J100;J101;J102;J103;J104;J105;J106;J107;J108;J109;K001;K002;K003;K004;K005;K006;K007;K008;K009
A;0;144374;2019;35;0;0;2;100;0;0;4;1;7;0;0;360.99991;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;760192;72917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53996;0;0;0;0;173;84607;0;25912;0;0;0;0;0;0;0;64681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22283;0;0;186;0;0;0;0;299;0;114140;0;0;0;0;0;0;9015;0;0;0;222;1605;22068;2905;270353;5765;448841;0;689;178286;0;0;118780;0;96;0;7875;0;55533;112763;604799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;45;0;561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;21507;0;21507;0;0;0;0;0;0;21507;0;0;0;1;0;1;2320.7136;2320.7136;0;6.4285712;0;6.4285712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;760192;0;0;0;0;0;12;0;0;0;0;0;72917;0;0;0;0;0;0;0;0;0;0;0;833109;0;835509;297755;143584;835509;0;835509;211515;623994
A;0;144540;2019;35;0;0;4;0;100;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22748;3317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;1653;30;266;0;0;0;0;0;14;0;143;341;6;0;0;0;3182;0;4042;36;0;15;0;0;0;6448;334;16510;0;72;2898;0;0;82;0;95;0;0;0;1267;-5101;0;0;0;0;374;374;0;0;0;0;0;0;374;374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8357;0;6438;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;2;0;0;0;0;0;0;0;0;2205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;2;0;0;0;0;0;2.5;2;4.5;2.5;2;4.5;2205;0;2205;0;1.3573411;1.3573411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301;0;0;0;0;0;22748;0;0;0;0;0;513880;0;0;0;0;0;3317;0;0;0;0;0;0;0;0;26065;0;0;0;0;0;0;0;26065;3052;9793;26065;8357;26065;9950;16115
A;0;144573;2019;35;0;0;4;100;0;0;4;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12607;1240156;55645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2292;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;249096;0;0;0;0;0;0;0;0;0;0;0;0;492197;0;31298;8347;0;0;0;0;0;0;276;0;12482;55712;0;0;0;0;0;0;0;0;0;0;0;0;0;408186;0;516301;0;25544;480493;0;0;494992;1968;2510;0;72;0;0;-558332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151500;0;0;0;0;0;256686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;1920;0;1920;0;5.3185611;5.3185611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;1240156;0;0;0;0;0;8;0;0;0;0;0;55645;0;0;0;0;0;0;0;0;0;0;0;1295801;0;1308408;1002997;79915;1308408;0;1308408;874952;433456
A;0;144576;2019;35;0;0;4;100;0;0;4;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;383371;29022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40519;0;0;0;0;0;0;0;0;0;0;0;0;204561;0;17580;8347;0;0;0;0;0;0;276;0;21376;775;0;0;0;0;0;0;0;0;0;0;0;0;0;171039;0;219393;0;600;147235;0;0;0;0;10;0;10251;0;0;-558332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69116;0;0;0;0;0;101924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;2340;0;2340;0;6.4819961;6.4819961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;383371;0;0;0;0;0;3;0;0;0;0;0;29022;0;0;0;0;0;0;0;0;0;0;412393;0;0;0;412393;147835;48179;412393;0;412393;294034;118359
A;0;144731;2019;35;1;1;4;47;53;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5259;367;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284;0;0;0;0;0;0;0;0;0;1379;113;0;305;0;68;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;140;0;0;0;0;0;80;0;1547;28;1873;0;0;1690;0;0;225;0;1;0;0;0;176;479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403;0;0;0;0;0;1144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;42;240;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;7;0;0;0;78;78;0;0;0;0;0;0;78;0;0;0;7;0;7;15401.996;15401.996;0;6.094974;0;6.094974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15000;4;1379;113;0;0;0;0;0;0;0;0;57;0;0;0;0;0;5259;0;0;0;0;0;29;0;0;0;0;0;367;0;0;0;0;0;0;0;0;0;0;0;5626;1492;5628;1915;1598;5628;0;5628;2299;3329
A;0;144747;2019;35;1;1;4;100;0;0;5;1;7;25;1;335.99991;0;467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3228;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;40;0;0;0;0;0;0;0;5;469;0;0;0;0;0;0;225;0;0;0;0;0;0;0;0;0;142;47;0;237;0;63;0;0;23;0;0;0;0;0;0;284;0;0;66;0;0;0;87;0;26;1;0;0;181;0;2114;10;2855;3;0;2784;0;0;0;0;0;3;10;0;0;-1638;0;0;0;0;0;0;2;.0028439388;0;0;0;0;2;.0028439388;0;0;0;0;0;0;0;0;2800;1;1;0;0;0;0;0;0;0;0;0;0;1;3000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1647;0;0;7;0;242;418;0;0;24;0;0;10;0;0;7;0;0;0;0;0;0;0;0;6;0;6;0;2;0;2;0;0;0;0;0;0;0;45;0;4;45;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;8;0;8;0;0;152;24;176;0;0;0;0;0;0;176;0;0;0;8;0;8;17279.996;17279.996;0;6.4285717;0;6.4285717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2609;1;142;47;0;0;0;0;0;0;19;11;24;0;0;0;1451;702;1075;0;0;0;2;0;1;0;0;0;200;0;51;0;0;0;1651;0;0;0;0;0;702;0;1126;189;3955;2787;665;3992;-242;3523;1205.997192382813;2317.0029296875
A;0;144755;2019;35;1;1;4;100;0;0;4;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68557;519953;14796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10272;0;0;0;0;0;318;0;0;0;0;0;0;0;0;0;129967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97509;3223;226899;0;327631;0;0;303858;0;0;113982;0;986;0;142;0;0;-641033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152743;0;0;5085;0;0;69071;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;6;0;6;0;45;0;0;45;0;0;45;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;6;0;9;0;9;37550;6281;17315;36363;97509;0;0;0;0;0;0;97509;0;0;0;9;0;9;20886.424;20886.424;0;6.4285717;0;6.4285717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;519953;0;0;0;0;0;0;0;0;0;0;0;14796;0;0;0;0;0;0;0;0;0;0;0;534749;0;603306;417840;0;603306;0;603306;129967;473339
A;0;144767;2019;35;0;0;12;100;0;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3668;663;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;3072;0;0;0;0;0;1;0;7;0;0;0;0;0;0;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;227;102;55;0;0;0;0;0;0;27;0;0;0;0;0;5;7;352;0;0;2;0;0;0;749;34;1713;0;1;1542;0;0;3561;6442;0;16;111;0;0;-5464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;2;0;0;0;0;0;2340;4680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3;0;3;3;0;3;7020;0;7020;0;6.4819961;6.4819961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;3668;0;0;0;0;0;7;0;0;0;0;0;663;0;0;0;0;0;0;0;0;0;0;0;4331;0;4479;11546;7400;4479;0;4479;1391;3088
A;0;144847;2019;35;1;1;4;100;0;0;4;1;7;10;1;350.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1044674;80199;1184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2234;0;64;0;0;0;0;0;0;0;5067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84438;0;10980;5371;0;0;3808;0;0;0;70461;191173;0;0;0;0;8;121402;0;2133;0;777;0;137297;0;302846;51769;982463;0;0;548462;0;113716;846112;920;0;0;663;0;400105;-970702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27535;0;302847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;8;0;8;0;0;0;0;0;0;0;5;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;9;0;9;0;0;15405;121892;137297;0;0;0;0;0;0;137297;0;0;0;9;0;9;4262.1416;4262.1416;0;1.3492063;0;1.3492063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;1044674;0;0;0;0;0;6;0;0;0;0;0;80199;0;0;0;0;0;0;0;0;0;0;0;1124873;0;1126057;1509210;230665;1126057;27535;1126057;495618;630439
A;0;144853;2019;35;1;1;4;100;0;0;4;1;7;12;7;348.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2295882;125685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80618;0;0;0;0;0;0;0;87489;0;0;0;0;0;0;0;0;0;0;0;0;398138;0;169497;0;31581;2058;0;0;0;0;3700;0;160421;56859;0;0;0;0;7127;186967;0;0;0;2035;0;187868;0;574055;63496;1445664;184;0;404061;0;0;561128;0;124;0;107;0;476202;80740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;574055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;44;0;5636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;0;0;182232;0;182232;0;0;0;0;0;0;182232;0;0;0;5;0;5;10968.568;10968.568;0;6.2857141;0;6.2857141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;11;0;0;0;0;1953129;342753;0;0;0;0;23;0;0;0;0;0;125685;0;0;0;0;0;0;0;0;0;0;2078814;0;342753;0;2421567;965373;439915;2421567;0;2421567;1105872;1315695
A;0;145115;2019;35;5;4;12;50;50;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554;80686;44332;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;611;0;0;0;0;0;0;0;1520;0;0;0;0;0;0;0;0;0;756;0;0;360;0;2389;51;0;283;0;0;0;242;457;96;317;372;98;330;0;0;83;7145;771;309;64;20;87;2849;205;35244;3935;55347;0;0;18132;0;0;1149;0;91;0;465;0;0;-19446;0;0;0;0;3914;47;5979;8263;0;0;0;0;9893;8310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;29619;16320;0;0;0;0;0;0;0;0;0;1;342804640;43831;1;7963427;702;0;0;0;0;0;0;19;0;0;4180;1742;34106;0;67;177;1320;64;600;0;0;244;0;0;107;0;0;10;0;0;0;0;1;3;1;3;38;3;38;3;24;0;24;0;0;0;0;45;321;5;45;14515;89;43;27690;41;16;42;16;35;6;15;8;15;0;17;0;14;117720;47520;33480;0;0;0;0;0;1;3;38;3;24;0;63;6;69;0;94;1856;764;2714;16;38.5;7;15;0;15.5;2714;23;69;92;86;75;161;398899.81;200179.81;198720;8.0364475;5.9833808;6.8632665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8103;0;756;0;0;0;0;0;0;0;0;0;1301;0;0;0;0;0;80686;0;0;0;0;0;425;0;0;0;0;0;44332;0;0;0;0;0;0;0;0;0;0;0;125018;756;125607;19281;71054;125637;3627;125637;78118;47519
A;0;148114;2019;35;2;2;4;0;100;0;5;1;7;51;1;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9997;3427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;151;346;0;171;0;47;0;0;0;0;0;0;0;0;10;22;12;0;0;0;0;79;142;0;14;0;10;0;441;62;1220;521;2580;1;12;693;0;0;357;27;16;0;21;238;0;-514;0;0;0;0;0;.14219694;1142;1094;0;0;0;0;1142;1094.1422;0;0;0;0;0;0;0;0;0;0;3.5407038;0;0;0;0;0;0;0;0;0;0;2;10248;8078;0;0;0;0;0;0;0;0;0;1;1542487;493;0;0;0;0;0;0;0;0;0;8.2388906;0;0;0;0;1186;0;0;6;0;0;7;0;0;5;0;0;16;0;0;0;1;0;1;0;0;1;0;1;1;0;1;0;10;0;10;0;40;0;0;43;66;1;43;174;2;42;1985;5;1;1;1;1;0;0;0;0;0;0;0;0;4680;0;0;0;0;0;1;0;0;1;1;0;10;0;12;1;13;63;18;58;294;433;1;1;0;0;0;0;433;1;1;2;13;2;15;31397;26717;4680;6.5450759;7.4522295;6.6660299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7500;1;151;346;0;0;0;0;0;0;0;0;57;0;0;0;0;0;9997;0;0;0;0;0;422;0;0;0;0;0;3427;0;0;0;0;0;0;0;0;0;0;0;13424;497;13424;1090;9813.541;13424;0;13424;9664.6376953125;3759.3623046875
A;0;148931;2019;35;7;5;4;100;0;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3423;399166;54561;40613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;917;392;119;757;0;21;0;0;0;0;0;0;0;27298;0;0;0;0;0;0;0;0;0;48605;15706;0;43739;0;8243;0;38;136;0;0;0;1;69;119;1434;0;0;118;0;0;0;0;432;23;0;26;348;12408;0;56493;5403;85291;25;267;30710;2;0;2943;254384;0;0;990;51420;0;-220353;0;10000;0;0;22.509775;13444;47490;18722;0;0;0;0;47512.512;32166;0;0;0;0;0;0;0;0;0;0;2.7543547;0;2;2246212;144988;0;0;0;0;0;0;2;1346;838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6115;0;0;3873;9068;193;0;0;2;10423;3;53156;2;0;397;0;44;464;26672;0;2304;5;0;5;0;159;8;159;8;3;3;3;3;5;2;5;2;45;0;8;45;115121;352;45;536;9;45;1298;1;58;29;59;24;16;1;21;6;320;48;376;50;186288;52904;990600;0;0;0;5;0;159;8;3;3;5;2;172;13;185;1151;10612;227;48;12038;58.5;26.5;18.5;3.5;348;49;12038;425;79;504;597;92;689;1776079;546287.06;1229792;8.1797886;6.7591805;7.1406207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1646;0;15501;25448;22;48605;205;1411;2356;322;600;408;39;137262;160127;23330;43773;31673;3001;2444;3623;52;822;0;33;21129;27544;337;5331;0;220;0;0;23667;3221;187671;0;0;158391;49104;0;31673;64311;497763;288331;480832.75;497763;5183;497763;313544.25;184218.75
A;0;112697;2019;35;3;3;7;100;0;0;4;1;7;0;0;360.99991;0;0;89668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1234434;320083;188341;0;0;0;0;0;0;0;0;5203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300372;0;0;0;0;0;0;0;126059;0;0;0;0;0;0;0;0;0;808639;240807;0;42300;0;0;0;0;10810;0;0;0;381;6036;2623;24085;0;1472;0;0;0;21574;0;0;6759;4258;3892;135;336680;10536;73948;209934;713123;0;0;795;0;0;0;0;136;0;5701;0;64348;84617;0;0;0;0;0;0;62084;15662;0;0;0;0;62084;15662;0;0;0;0;0;0;0;0;1;2;264;0;0;0;0;0;0;0;0;0;1988;2;1;8150;0;0;0;0;0;0;2;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274;0;0;21782;0;0;0;0;0;51892;0;0;0;0;0;0;2;1;2;1;1;6;1;6;10;0;10;0;0;0;0;0;40;0;4184;40;7;4320;40;587;7475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;6;10;0;0;0;13;7;20;123226;65044;132431;0;320701;0;0;0;0;0;0;320701;0;0;0;13;7;20;41851.133;41851.133;0;5.7965574;0;5.7965574;80070;6121;660;0;0;0;0;2750;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15660;34;808639;240807;6950;2930;2520;0;2240;10;0;0;743719;161727;178371;0;150264;353;0;0;16688;99209;82895;0;121291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;840477;267387;261596;0;0;274305;420;0;0;0;0;1049446;1837729;795;1352087;1837729;0;1837729;1356527;481202
