CLASIFICACION;IMPUTACION;ID;ANIO;CIIU4;TAMANO;TEED;A001;A002;A003;A004;A005;A008;A009;A011;A012;A010;B001;B002;B003;B004;B005;B006;B007;B008;B009;B010;B011;B012;B013;B014;B015;B016;B017;B018;B019;B020;B021;B022;B023;B024;B025;B026;B027;B028;B029;B030;B031;B032;B033;B034;B035;B036;B037;B038;B039;B040;B041;B042;B043;B044;B045;B046;B047;B048;B049;C001;C002;C003;C004;C005;C006;C007;C008;C009;C010;C011;C012;C013;C014;C015;C016;C017;C018;C019;C020;C021;C022;D001;D002;D003;D004;D005;D006;D007;D008;D009;D010;D011;D012;D013;D014;D015;D016;D017;D018;D019;D020;D021;D022;D023;D024;D025;D026;D027;D028;D029;D030;D031;D032;D033;D034;D035;D036;D037;D038;D039;D040;D041;D042;D043;F001;F002;F003;F004;F005;F006;F007;F008;F009;F010;F011;F012;G001;G002;G003;G004;G005;G006;G007;G008;G009;G010;G011;G012;G013;G014;G015;G016;G017;G018;G019;G020;G021;G022;G023;G024;G025;G026;G027;G028;G029;G030;G031;G032;G033;G034;G035;G036;G037;G038;G039;G040;G041;G042;G043;G044;G045;G046;H001;H002;H003;H004;H005;H006;H007;H008;H009;H010;H011;H012;H013;H014;H015;H016;H017;H018;H019;H020;I001;I002;I003;I004;I005;I006;I007;I008;I009;I010;I011;I012;I013;I014;I015;I016;I017;I018;I019;I020;I021;I022;I023;I024;I025;I026;I027;I028;I029;I030;I031;I032;I033;I034;I035;I036;I037;I038;I039;I040;I041;I042;I043;I044;I045;I046;I047;I048;I049;I050;I051;I052;I053;I054;I055;I056;I057;I058;I059;I060;I061;I062;I063;I064;I065;I066;I067;I068;I069;I070;I071;I072;I073;I074;I075;I076;I077;I078;I079;I080;I081;J001;J002;J003;J004;J005;J006;J007;J008;J009;J010;J011;J012;J013;J014;J015;J016;J017;J018;J019;J020;J021;J022;J023;J024;J025;J026;J027;J028;J029;J030;J031;J032;J033;J034;J035;J036;J037;J038;J039;J040;J041;J042;J043;J044;J045;J046;J047;J048;J049;J050;J051;J052;J053;J054;J055;J056;J057;J058;J059;J060;J061;J062;J063;J064;J065;J066;J067;J068;J069;J070;J071;J072;J073;J074;J075;J076;J077;J078;J079;J080;J081;J082;J083;J084;J085;J086;J087;J088;J089;J090;J091;J092;J093;J094;J095;J096;J097;J098;J099;J100;J101;J102;J103;J104;J105;J106;J107;J108;J109;K001;K002;K003;K004;K005;K006;K007;K008;K009
A;0;144155;2019;36;2;2;4;100;0;0;4;1;7;0;0;360.99991;0;0;2105;19154;5111;12433;0;0;231;474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490537;0;0;58000;0;0;0;0;4057;0;0;0;341;508;238;25108;965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12142;22964;0;4024;0;0;0;0;2694;435;68969;56784;0;0;0;0;14588;0;0;3657;0;1206;0;260588;55444;82453;312;586260;0;46;1437;0;0;623;0;4773;0;1510;0;0;-19836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;77500;8670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;1;360;180;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1406;0;0;1200;0;51512;0;0;0;4148;0;11212;0;0;2280;0;0;0;0;0;17449;3;0;3;0;1;2;1;2;0;0;0;0;4;0;4;0;45;0;24470;45;0;10846;0;0;0;45;0;6517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2694;3;0;1;2;0;0;4;0;8;2;10;172108;30487;0;16160;218755;0;0;0;0;0;0;218755;0;0;0;8;2;10;23207.137;23207.137;0;6.4285712;0;6.4285712;2105;0;0;0;0;0;0;0;0;0;36397;0;0;0;19154;0;0;0;35513;0;0;0;12433;0;0;0;35513;0;0;0;5111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38803;0;0;0;0;0;0;0;0;0;0;1087;0;2106;141060;548537;5348;588045;225011;363034
A;0;144245;2019;36;5;5;4;100;0;0;4;1;7;0;0;360.99991;0;0;736876;7698130;5226786;1800129;34093;0;0;205044;0;182891;0;0;1554846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;532287;0;0;20004;0;0;996425;0;183876;0;25235;72088;401600;155264;134578;541237;934874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85619;10597;0;29094;0;0;0;0;85033;0;163390;0;68578;0;0;0;297354;0;0;24236;12869;54480;26577;2269485;203979;148787;1879865;5359943;0;78991;195867;0;0;0;2961068;51978;825;254094;0;0;6567606;0;0;108028;143321;0;0;551193;860837;0;0;0;0;659221;1004158;0;0;1;4761855;548981;0;0;0;0;0;0;0;0;0;0;0;0;0;1;78816;46919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148787;3;0;3;0;5;12;5;12;42;21;42;21;36;1;36;1;45;0;4134;45;546;8966;45;3462;48054;45;6734;19764;3;2;10;11;1;1;0;0;1;0;8;0;21047;2494;18296;0;0;0;3;0;5;12;42;21;36;1;86;34;120;263867;218302;1255422;450976;2188567;6.5;6.5;.5;.5;4.5;0;2188567;11.5;7;18.5;97.5;41;138.5;331064.66;289227.66;41837;6.6765404;6.2644324;6.6214933;688664;41938;944;5330;0;0;0;0;0;0;8371569;1732310;1002843;996943;5324455;1101778;637825;634072;8325289;1613496;533609;748316;1335619;258852;85606;120052;8325289;1613496;533609;748316;3878053;751592;248564;348577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11226791;2154160;972939;1108031;0;0;0;0;0;0;0;498923;1737737;3235926;6845997;1737737;0;17438796;3470445;13968351
A;0;144401;2019;36;2;2;6;58;0;42;4;1;7;0;0;360.99991;0;0;33440;205207;110612;129945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3084;0;0;0;0;0;0;0;0;0;0;269;0;3743;0;0;6689;2328;20594;0;0;51974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3037;0;0;2053;0;0;0;0;9255;0;35063;0;428;0;0;0;0;7385;0;521;997;322;796;142895;408;42874;0;246034;1181;468;14787;0;0;0;19743;1778;0;318;0;0;9554;0;0;1269;2328;0;0;8444;5722;0;0;0;0;9713;8050;0;0;1;957266;110852;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1112;663;1;888;866;1;1216;960;0;0;0;0;0;195;0;0;0;1;0;267;0;0;0;0;0;0;0;0;0;69020;0;30454;0;0;3715;8173;0;8153;171;0;552;0;0;0;0;0;0;1;0;1;0;1;4;1;4;2;0;2;0;7;0;7;0;45;0;879;45;396;1263;45;0;1560;45;1695;2128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;2;0;7;0;11;4;15;25920;37230;31272;42643;137065;0;0;0;0;0;0;137065;0;0;0;11;4;15;36901.707;36901.707;0;6.8147216;0;6.8147216;32137;242;0;1061;0;0;0;0;0;0;399603;9681;0;78161;180750;4178;0;20279;364084;7391;0;31025;114076;2757;0;13112;364084;7391;0;31025;97104;2347;0;11161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;424067;9524;0;45613;0;0;0;0;0;0;0;9017;0;36179;202092;3084;77364;482288;256580;225708
A;0;144422;2019;36;2;2;4;100;0;0;4;1;7;0;0;360.99991;0;0;3677;666213;0;0;0;0;0;0;0;232371;0;0;46451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1377;0;0;0;0;6316;614;46859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3616;0;33613;11813;0;0;0;0;16922;0;79476;8944;1956;0;0;0;10565;198496;0;5681;1450;700;1237;91605;23126;62087;146989;698276;1302;520;16923;0;0;0;429;531;0;8627;0;0;15095;0;0;1377;135;0;0;50798;10008;0;0;0;0;52175;10143;0;0;1;1025680;62206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15;9008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37365;0;1689918;0;53276;46135;0;5930;15849;0;1298;17006;0;1571;0;0;0;0;0;0;0;0;0;0;3;2;3;2;0;0;0;0;9;0;9;0;0;0;0;45;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;9;0;12;2;14;0;60135;0;31470;91605;0;0;0;0;0;0;91605;0;0;0;12;2;14;32489.992;32489.992;0;6.4285717;0;6.4285717;3677;0;0;0;0;0;0;0;0;0;697165;0;0;0;666213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;669890;0;0;0;0;0;0;0;0;0;0;6930;278822;19174;590370;278822;1806273;948712;540787;407925
A;0;144446;2019;37;7;7;5;3;90;7;4;1;7;0;0;360.99991;0;0;5270492;66850068;46273420;29146182;291202;0;1778951;1122917;3724066;0;1673323;245904;5417715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248272;0;0;0;0;7089;0;0;98175;1932237;0;1962152;0;3717972;0;99028;838893;2855346;0;7776590;6409824;4586265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1180412;372657;969871;431576;0;0;0;1130123;704004;154478;1753184;1769717;472284;23415;0;0;6741070;12390040;0;91504;339037;72397;1345056;21487538;506925;27126312;4900035;83961632;2088336;86307;13595889;381377;0;0;554978;675864;0;394859;0;5437931;20507748;0;16969572;253576;276542;0;0;1174598;4292731;0;0;0;0;1428174;4569273;1;754873;1;184143552;16278722;0;0;0;0;0;0;0;0;0;0;0;0;0;1;686505;409481;1;368886;194986;0;0;0;0;0;0;0;0;0;1;1;14366;0;0;0;0;0;0;4;1;65104;159;106880;0;41311232;73197;16091524;25117;209273;105809;2490510;175128;6178956;965887;1705;2446269;590358;5921;541948;1310610;0;922820;33;3;33;3;21;66;21;66;421;176;421;176;273;0;273;0;45;0;59131;44;828;104659;45;67264;697132;45;109643;235280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554797;0;0;33;3;21;66;421;176;273;0;748;245;993;3190200;1613638;12253512;3333986;20391336;0;0;0;0;0;0;20391336;0;0;0;748;245;993;2477717;2477717;0;6.9118667;0;6.9118667;5063485;133226;9096;64685;0;0;0;0;0;0;124768672;16045433;3237296;15192497;52559340;5797250;1384673;7108804;114001664;12929493;3648471;9592376;24425128;2355405;329462;2036187;114001664;12929493;3648471;9592376;38654048;3666890;537655;3414826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120702000;11952771;2260886;12624502;0;0;0;0;0;0;0;3793267;11061008;16706887;53123296;11309280;45024760;162042512;65069740;96972768
A;0;144449;2019;36;6;6;4;100;0;0;4;1;7;0;0;360.99991;0;0;1887344;45538544;9085639;391370;3376166;53545984;479081;0;0;234756;13668;0;545625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98009;0;0;1481;0;0;0;0;0;0;0;2090000;0;486536;0;55790;134428;1575625;943622;608819;1613816;5248738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273245;486281;215539;338411;0;0;0;210342;153532;97686;825683;1958017;356657;87128;0;0;2022059;8839040;21222;156338;0;177260;15336;11459554;2862349;24637796;4306874;59500352;58615;40679;4017152;0;0;7836965;0;310544;2867;469920;0;219297;35883244;0;28254336;377986;344603;0;0;798405;3104703;0;0;0;0;1176391;3449306;0;0;1;127128304;8390468;0;0;0;0;0;0;0;0;0;0;0;0;0;1;913102;439373;0;0;224770;2;1;35714;0;0;0;2;1;7616;0;0;2407;0;0;3959;0;0;0;0;0;0;0;0;0;49166064;107601;0;0;0;137075;1274274;0;534818;127617;0;511699;0;0;628381;5719778;203941;22729108;7;2;7;2;8;53;8;53;193;76;193;76;124;4;124;4;44;0;18267;44;2685;55796;44;27406;358747;44;19478;114077;0;2;0;3;2;0;1;0;10;0;0;0;4576;2112;15093;152525;0;101496;7;2;8;53;193;76;124;4;332;135;467;1177923;741206;7288691;1704847;10912667;0;2.5;1.5;0;5;0;10912667;6.5;2.5;9;338.5;137.5;476;1131039.5;1109258.5;21781;6.579741;6.7039108;6.5820885;1345482;300073;32678;209111;0;0;0;0;0;0;27218856;6070417;661062;4230292;32464294;7240268;788458;5045526;26965506;5675936;251744;2861506;279006;62225;6776;43363;26965506;5675936;251744;2861506;6477125;1444545;157309;1006660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40565908;9047111;985221;6304660;0;0;0;0;0;0;0;1765843;794049;11953411;29478126;893539;50460356;115197664;33271348;81926320
A;0;144485;2019;36;3;3;6;100;0;0;4;1;7;0;0;360.99991;0;0;90534;838648;0;0;0;0;5007;43154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3593;16060;0;0;0;7456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14219;0;0;9398;0;0;0;0;9275;0;22546;1043;911;3084;0;0;133069;29469;0;1621;2821;6929;2776;339434;3269;107789;56972;744625;0;3833;0;0;0;19012;10511;1498;0;0;0;0;9394;0;0;0;0;0;0;33061;26782;0;0;0;0;33061;26782;0;0;0;0;198108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;38810;21345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231814;0;55480;0;2069;203668;0;16679;324685;0;34926;1156891;0;54115;9881;0;0;51863;0;0;1;1;1;1;3;6;3;6;2;0;2;0;12;0;12;0;45;0;2342;45;125;2810;45;0;6333;45;3100;12276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4440;0;1;1;3;6;2;0;12;0;18;7;25;31108;37334;84140;163091;315673;0;0;0;0;0;0;315673;0;0;0;18;7;25;61242.844;61242.844;0;6.7859125;0;6.7859125;75534;0;0;15000;0;0;0;0;0;0;858991;0;0;71472;776390;0;0;62258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;851924;0;0;77258;0;0;0;0;0;0;0;7456;0;33356;531567;16060;1982419;993403;471406;521997
A;0;144555;2019;36;7;6;4;100;0;0;4;1;7;0;0;360.99991;0;0;1475482;32955860;10036378;3892377;1314109;0;266416;871114;1078059;0;147322;528975;2917828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17754;0;0;0;0;0;0;0;49484;0;0;48534;0;1037261;0;35461;88895;611387;4602797;260911;1400708;517709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464137;124927;4645;209379;0;0;0;0;122216;77620;2985057;799035;180562;0;0;0;5826478;0;217641;38103;71807;59981;268576;7157184;290751;773951;3481952;23154002;1064178;167605;2496102;168300;553253;951928;7669105;179989;13457;389613;38232;2160079;9376746;0;0;0;0;0;0;199460;277831;0;0;0;0;199460;277831;0;0;1;66256392;4986065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;599281;83448;0;0;1575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186511;0;0;0;0;363793;0;0;0;0;0;0;0;0;410158;0;0;0;0;0;0;8;1;8;1;26;40;26;40;140;53;140;53;109;0;109;0;45;0;13692;45;2632;32716;45;11502;158910;45;14696;58345;42;25;41;25;28;9;34;9;203;3;211;3;144000;93420;454320;19476;0;0;8;1;26;40;140;53;109;0;283;94;377;788480;828445;4004620;1271976;6893521;41.5;25;31;9;207;3;6893521;279.5;37;316.5;562.5;131;693.5;1595479.1;903739.06;691740;6.6404057;6.0542741;6.3729067;1399248;58558;4216;13460;0;0;0;0;0;0;28239196;4587918;988349;3376353;25022896;4065378;875781;2991804;27015984;4143049;492518;1959846;3128591;479789;57036;226961;27015896;4143049;492518;1959846;8066980;1237120;147066;585212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37617716;5840845;1084099;3817437;0;0;0;0;0;0;0;735743;4672184;13070471;27508046;4689938;0;55501672;24046288;31455384
A;0;144558;2019;37;7;7;4;100;0;0;4;1;7;0;0;360.99991;0;0;3015849;17584960;15420049;11220394;304291;0;302925;589115;3523980;0;365370;1450330;1892431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40405;0;0;3576;0;0;45203;0;1824525;0;92430;889260;1070203;0;570519;1756583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;395338;27747;673;252551;0;0;0;0;168735;55651;338474;698165;143981;0;0;0;875359;3407415;151760;63343;61536;133784;245674;8422926;20769;603050;2763954;18830884;2810589;166194;2238576;43664;30746;1565975;10938973;161556;8137;383970;66858;2108030;8493732;0;0;0;0;0;0;330601;410484;0;0;0;0;330601;410484;0;0;1;55925040;5584493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;485901;305300;1;2076;1812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;603050;0;0;0;0;0;0;6;0;6;0;43;36;43;36;214;55;214;55;163;1;163;1;45;0;16536;44;3094;37354;45;18407;206483;44;44891;80180;53;42;51;49;8;2;8;2;177;18;182;16;203040;30240;415800;431727;0;0;6;0;43;36;214;55;163;1;426;92;518;653007;821175;4916207;1691984;8082373;52;45.5;8;2;179.5;17;8082373;239.5;64.5;304;665.5;156.5;822;1905069.9;1255989.9;649080;6.7165971;5.9144936;6.4199553;2813097;153860;6811;42081;0;0;0;0;0;0;32972332;5530295;1547017;4536604;13004393;2181166;610149;1789251;30865768;5030779;737779;3359474;8659494;1411402;206986;942512;30865768;5030779;737779;3359474;11900636;1939672;284459;1295282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36377620;5686100;1108405;4069126;0;0;0;0;0;0;0;2051893;7232111;17794716;27888966;7232111;0;55669692;17131424;38538268
A;0;145071;2019;36;0;0;4;100;0;0;4;1;7;0;0;360.99991;0;0;30753;117222;91604;22049;0;0;631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4787;0;0;0;0;0;0;0;0;0;0;596;373;0;0;132568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4641;0;0;549;0;0;0;0;0;0;38109;5703;0;0;0;0;1905;46208;0;616;162;70;0;39419;1814;60939;6334;206469;0;1874;0;0;0;39213;0;0;0;686;0;0;-101466;0;0;0;0;0;0;0;71;0;0;0;0;0;71;0;0;1;96732;11957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9296;0;58802;0;0;1774;0;0;363;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;1;0;0;0;0;0;0;0;0;45;0;1296;45;0;454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;3;0;3;0;27938;9731;0;37669;0;0;0;0;0;0;37669;0;0;0;3;0;3;6962.1411;6962.1411;0;6.4285712;0;6.4285712;30581;43;0;129;0;0;0;0;0;0;165998;1246;0;2543;114098;945;0;2179;165998;1246;0;0;21842;207;0;0;165998;1246;0;0;90769;835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257290;2030;0;2308;0;0;0;0;0;0;0;969;0;41087;113394;0;9296;262259;245260;16999
E;0;145088;2019;36;3;3;4;100;0;0;4;1;7;0;0;360.99991;0;0;21879;599288;54280;175567;0;120000;1279;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51399;0;0;0;0;0;0;0;0;0;0;0;0;13812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9307;0;0;5466;0;0;0;0;0;0;134265;120;0;0;0;0;24500;62000;0;7200;600;1200;7656;240801;25155;72279;0;590549;0;120;13092;0;0;0;0;4000;0;10000;0;57470;156717;0;0;1473172;740705;0;0;5593;5593;0;0;0;0;1478765;746298;0;0;1;1200000;207600;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;2508;0;0;0;2;4;3300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;500;0;251606;0;1844570;0;670313;39572;0;30000;2606;0;2606;409341;0;211283;0;0;0;0;0;0;5;0;5;0;2;2;2;2;3;0;3;0;8;0;8;0;4;1;1;45;9;1;45;1;1;45;40;1;0;0;0;0;1;0;1;0;0;0;0;0;0;2160;0;0;0;0;5;0;2;2;3;0;8;0;18;2;20;134265;45000;45000;16536;240801;0;0;1;0;0;0;240801;1;0;1;19;2;21;38053.133;35893.133;2160;4.9713492;5.9833808;5.0195413;1644;0;0;0;0;0;0;0;0;0;299576;0;0;0;972301;0;0;0;299576;0;0;0;972301;0;0;0;299576;0;0;0;486151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2432397;0;0;0;0;0;0;0;0;0;0;13812;0;13212;472378;51399;2547695;1023700;1204965;-181265
A;0;145091;2019;36;2;2;4;0;100;0;4;1;7;0;0;360.99991;0;0;730845;661288;45456;310;0;0;0;0;0;0;0;0;207649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12686;0;0;0;0;0;38436;0;291691;0;0;6053;0;0;13589;23628;392705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30587;22719;25714;20176;0;0;0;4493;0;10495;97787;26490;0;0;0;0;801;98475;0;4781;0;1000;23786;567325;22267;259427;67152;1283475;416;4163;444797;0;0;0;0;8002;54120;102651;0;0;465937;0;0;54654;1998;0;0;9511;11970;0;0;0;0;64165;13968;3;0;3;2;138993;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5291;3338;0;0;0;1;3503;2790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390090;92192;0;0;0;424665;0;97143;18163;0;43585;0;0;0;0;0;26507;1;0;1;0;3;3;4;2;1;2;1;2;4;0;4;0;45;0;1595;45;0;7539;45;0;1565;45;1557;1750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.5;2.5;1;2;4;0;9.5;4.5;14;253226;215331;44151;42168;554876;0;0;0;0;0;0;554876;0;0;0;9.5;4.5;14;34046.992;34046.992;0;6.7366443;0;6.7366443;667769;14779;0;48297;0;0;0;0;0;0;1942413;82099;0;163858;579492;27755;0;54041;1457385;0;0;0;310;0;0;0;1457385;69551;0;8221;37637;7109;0;710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1285208;49643;0;103048;0;0;0;0;0;0;0;6053;207649;449376;539517;207649;52738;1645548;978974;666574
A;0;116044;2019;35;5;5;5;100;.050000001;0;4;1;7;0;0;360.99991;107028;64828;465460;0;0;0;0;0;0;0;0;0;0;0;0;35195696;0;0;0;46765;698101;2618617;0;0;0;0;0;0;0;0;0;0;0;0;0;22160;0;0;0;0;0;0;0;6300;0;0;149172;0;25570;71826;0;0;0;0;0;203780;149000;23057408;0;1022148;0;0;0;23996;0;0;0;0;0;0;0;52235;92805;118021;93464;0;0;0;109849;21054;45751;112215;2732;125445;0;0;0;98701;233335;438541;41997;23859;25152;49004;2000609;245829;3728197;971837;8630632;22456;0;489;9610;0;1614;8165;17091;0;8179;0;0;5925310;0;0;41298;24333;0;0;8274;10137;284275;382865;0;0;333847;417335;0;0;1;280595;36572;0;0;0;1027;2;1488;0;0;0;0;0;0;0;1;128511;77000;0;0;18716;1;8573;5137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2448;5399;21834;0;0;2797501;0;49104;0;0;91979;19724;0;191409;623659;8040;3211839;15373;0;183866;6727;0;0;6;1;6;1;18;34;18;34;25;2;25;2;26;1;26;1;45;0;9906;45;1452;36920;45;2353;32163;45;1990;17952;4;15;8;13;1;0;0;0;55;4;62;6;40387;510;121046;50611;6449;4015;6;1;18;34;25;2;26;1;75;38;113;487809;652221;476168;287470;1903668;6;14;.5;0;58.5;5;1903668;65;19;84;140;57;197;429978.66;268035.66;161943;6.5706306;5.340425;6.0460758;436090;24874;1038;3350;54;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18183808;5600720;886276;1565936;0;0;0;0;10664605;1317900;0;24079556;39196496;42334;26602960;39218656;3448217;39245420;26272736;12972684
